"PCON11CD","Total_Population","Total_Households","Total_Dwellings","Total_Household_Spaces","Total_Population_16_and_over","Total_Population_16_to_74","Total_Pop_No_NI_Students_16_to_74","Total_Employment_16_to_74","Total_Pop_in_Housesholds_16_and_over","Total_Population_3_and_over","k001","k002","k003","k004","k005","k006","k007","k008","k009","k010","k011","k012","k013","k014","k015","k016","k017","k018","k019","k020","k021","k022","k023","k024","k025","k026","k027","k028","k029","k030","k031","k032","k033","k034","k035","k036","k037","k038","k039","k040","k041","k042","k043","k044","k045","k046","k047","k048","k049","k050","k051","k052","k053","k054","k055","k056","k057","k058","k059","k060"
"E14000740",93719,40115,41916,41941,76402,68960,68960,41665,75797,90397,5466,10649,23393,25813,16401,580,9200.417802,633,22866,38185,9374,90639,715,391,977,3,384,426,184,89839,495,1451,668,7793,4431,1,10402,18064,10059,3372,26261,9034,4422,1633,42064.30922851,11409,25789,7815,14070,3915,12667,4144,31979,4080,3226,12474,29191,185,3912,4057,699,9096,2596,1919,2287,1825,1958,2440,3716,5346
"E14000741",123805,44912,46103,46307,96229,89175,89175,56711,95115,117797,9898,16025,39873,26073,13608,754,29854.6787621,1151,35788,45568,9709,67967,5993,11922,2817,845,13693,14281,6287,71176,3861,9508,5973,5183,5066,357,5435,13566,7523,19769,23835,8985,11386,10126,26992.36945772,10847,23380,9901,33835,12025,11977,24736,23481,4904,4288,17224,39487,28,4667,1672,324,9253,2609,3794,8288,4406,3331,1986,5763,6779
"E14000742",97812,39256,41391,41410,79304,70420,70420,50117,77069,94568,5568,11679,23434,28094,18368,910,6613.0067088,2495,20715,45243,7807,94274,1330,518,152,98,776,471,193,89520,1932,1081,295,8133,3834,8,17185,12271,7271,4067,29450,3942,5167,1519,23804.47349234,10125,23584,9439,30676,4040,20699,3835,33607,7356,1581,14384,35733,644,3869,3720,634,6793,1504,2332,9233,2263,2215,3153,5843,5170
"E14000743",97492,41731,43697,43789,80256,71148,71148,48555,79029,93992,5614,10442,24498,26603,18050,810,11233.1406547,1248,24724,39349,10041,95415,775,345,50,25,495,191,196,90478,1154,3219,1306,7819,3933,36,14867,12395,9069,6879,27777,6694,6572,2779,33409.21318918,10483,26462,9866,20195,4404,15338,1619,32105,11281,2547,14780,33775,1858,4098,6567,548,8461,1562,2759,3165,1573,2204,2796,4330,6494
"E14000744",106711,44188,45552,45562,85290,77564,77564,56457,83891,102665,6670,13270,30823,28245,15056,778,14282.9971011,1707,27338,43346,9325,101279,1866,905,193,234,1052,884,298,98176,1999,1593,422,8435,3907,11,11481,13289,10739,9989,31826,5590,6230,3058,24884.0119304,9559,28292,10173,28922,5256,18848,10236,35980,6798,2290,14822,41635,189,4757,4704,433,8855,2976,2417,8127,4500,2836,3276,5943,4970
"E14000745",100031,39778,40993,41034,79841,71511,71511,49428,78407,96028,6707,12181,26782,26047,15420,908,14063.8895791,1553,25380,40195,8655,85063,2619,3723,454,232,2984,3927,1029,84511,1782,2812,933,5922,4462,130,7996,13493,9175,10150,27368,6932,4981,3281,25385.48025847,9855,26148,8950,24588,6209,16449,11121,30126,4588,2650,14128,35300,95,3879,2221,386,8195,2316,2097,7402,4194,2697,2236,5126,5517
"E14000746",76236,32612,34586,34597,63603,55819,55819,37032,62360,74269,3425,8278,15549,24371,16003,765,4421.2960951,1368,15925,36082,6500,74714,478,406,128,66,284,70,90,73771,541,264,93,6860,3451,8,13125,10465,7782,3116,23251,4156,4496,878,24971.41587879,8508,19440,7160,22818,3315,14113,2173,26173,5049,1526,11195,25837,1515,2865,2874,414,4928,1568,2246,3806,1588,1240,2337,3952,5616
"E14000747",103894,44919,46248,46286,83862,75991,75991,47515,82936,99970,6543,12083,26954,28273,15965,664,16716.7996195,950,29805,36402,10987,95825,1533,406,3227,307,1057,1209,330,98103,617,1240,874,7326,4799,1,7816,15439,16710,6275,29396,9574,5395,2671,41246.77260204,11394,29940,9929,16629,5196,12434,6203,35166,4607,4262,12686,34829,76,4305,5134,603,8770,2897,2041,3400,2378,2390,2519,4578,6439
"E14000748",90892,38946,40771,40821,74416,67389,67389,45618,73412,87942,4961,10378,22234,26836,14963,706,10183.3233007,1025,22958,36744,9188,88954,944,148,78,10,475,184,99,88088,644,495,184,7945,3946,75,9613,11915,14040,5152,28288,4945,5231,1857,30980.74504414,10314,24645,9779,21884,4605,14385,4115,31352,7160,2576,13693,31925,436,3944,6084,459,6558,2148,2423,4202,1937,1784,2195,5273,6027
"E14000749",99607,40609,41776,41793,78638,70527,70527,50348,77552,95440,7032,12642,27386,26277,15474,846,11891.2015973,1219,22499,43000,7929,90045,2599,2064,400,553,1626,1818,502,89867,1775,921,583,7708,3534,3,12474,12958,8355,7848,29512,5304,5357,2177,22709.17492232,9779,22075,8624,33925,4638,18227,9674,31486,5194,2041,13806,36542,232,3500,3529,381,7096,1736,1820,9526,4167,2267,2714,5738,5023
"E14000750",135642,58463,60238,61544,114002,107690,107690,62785,107338,131097,7437,13044,48928,26234,13433,559,94315.5986816,6724,66622,30552,12218,86323,7700,3116,783,10754,9536,12568,4862,84096,10137,3340,4939,7527,3988,2050,834,2013,5653,53010,16555,24465,16407,20970,41867.01723041,11255,19164,16639,51512,22192,3139,31718,6726,19503,5142,16030,46755,38,1910,1053,217,6408,1954,4461,16947,5438,2555,2374,6884,6734
"E14000751",102846,42278,43164,43190,83983,73468,73468,47687,83208,99634,5482,11963,24961,27664,18846,964,17206.9563219,790,26440,41892,8459,92339,1813,1923,518,240,1519,3994,500,94583,745,1294,590,6292,5477,13,5162,19840,9650,8341,31568,6732,3624,2795,33181.95897507,11381,31593,9524,16758,5354,14049,17916,24595,3312,3201,13134,34553,57,5387,2545,492,6805,3031,1563,4984,5789,2250,3035,4505,5076
"E14000752",125689,53065,53618,54767,102583,97374,97374,68337,101655,120616,8156,13663,51277,26821,11295,542,46919.1266925,931,51254,36299,11224,89609,7891,3083,722,1419,5137,13381,4447,82149,6633,9567,4977,8939,3978,227,1987,5528,13178,34060,24820,10499,17109,12932,28873.18319971,9404,17621,9613,53297,9204,6729,40720,14388,8225,4854,16766,51571,30,3428,1553,236,6859,1772,4216,17139,5065,3452,2810,8387,7286
"E14000753",103692,42310,43380,43417,83245,74614,74614,53600,81346,100165,5947,13019,26292,29434,16642,917,11447.9179146,2726,23129,45299,9244,98780,1570,754,171,179,1374,640,224,95156,1774,1137,369,8565,3863,5,15129,12332,7341,8209,31479,4912,5240,2470,24716.16686769,10241,29244,10783,26764,4846,20172,5698,37248,6669,2021,15391,38209,510,4107,3861,569,8074,3851,2264,7064,4367,3151,2420,5187,5316
"E14000754",87002,38228,39406,39406,71669,64291,64291,38077,71243,84183,4775,9480,21539,24585,15518,526,13360.4707997,428,23107,34273,8164,85615,370,226,100,60,331,156,144,85365,366,212,125,6380,4864,48,5439,20172,10012,3704,23787,10928,3235,1791,42774.55541135,10944,26776,8337,11976,4151,9904,5331,28453,3351,3430,11346,26731,69,3448,4166,1242,5901,2030,1748,2000,2290,1813,3034,3373,5309
"E14000755",99753,46090,47042,48240,82568,74844,74844,53142,81081,96010,6089,10115,34660,23501,13509,1061,41377.4628755,1496,36242,30551,10494,88986,3730,1003,250,620,1937,1357,1870,84792,3119,2316,1037,8135,2901,221,4511,10248,7073,26404,26543,4925,14045,7154,33913.81176309,8965,22771,9764,31731,5675,9389,13001,23673,12418,2817,15534,37608,53,3334,2206,920,7232,2459,3000,7716,5074,2661,2394,5979,6718
"E14000756",95296,40502,42154,42434,77209,70382,70382,41584,75107,91463,6295,10633,26478,22096,13624,633,13707.7574675,2110,30284,32140,9413,68541,4368,2457,10800,191,1985,5379,1575,80438,895,2000,2999,6436,3422,624,6654,13151,14911,7694,23741,8020,7926,4364,32776.6809804,9615,23820,11033,18286,9963,9680,6659,27239,6067,3956,13670,27914,73,2811,5518,489,7838,1982,2508,2968,1955,1695,2090,4423,5392
"E14000757",112664,46326,47536,47550,91228,83285,83285,58875,89115,108424,6983,13051,30900,30106,17435,745,13030.9421252,2184,27114,47245,11113,105638,1876,882,919,339,1325,1347,338,100866,1802,3031,1159,9957,4022,10,16901,13613,10689,5992,32698,6401,6775,2348,28998.96736055,10641,31746,10992,26006,4767,19308,4511,41750,9396,2756,15425,43450,372,4340,7625,776,9143,2345,2647,6806,2446,2789,4525,5249,6656
"E14000758",92494,39260,41187,41205,73405,66827,66827,41402,72637,88679,6271,11502,24808,23495,13980,594,17071.0946359,778,24281,33583,10074,80695,841,337,8189,1215,893,136,188,86148,557,978,1803,6497,3762,15,5086,10443,21415,4074,26629,5128,7037,1885,37136.8665699,10187,26074,9178,14322,4854,10941,3378,31360,5220,3040,11866,29536,124,3379,6897,439,7498,2016,1959,2339,1231,1690,2247,4116,5797
"E14000759",102589,37867,38731,38765,80311,73513,73513,47216,80004,98349,7137,13720,30052,24568,13215,655,22433.7778162,310,26572,40826,7821,53877,4330,13083,6542,5052,9359,7957,2389,71957,1662,3791,3202,4616,4842,73,2057,13267,13509,9907,26215,5006,6206,4620,26001.00048166,10438,23992,8571,24134,7593,11466,21064,21059,3022,3634,13225,33991,21,3796,1692,262,7069,3002,2168,6292,4748,2389,2778,5266,5428
"E14000760",131035,41952,42801,42949,98390,92518,92518,53469,97464,124051,11633,19181,43491,25398,11592,639,38975.582051,932,34785,50151,8416,31731,5006,29414,22799,10275,12527,14827,4456,71156,2484,4705,8264,3837,4828,351,2666,8401,18061,13805,24354,4388,12693,10078,25926.12021644,12346,25512,10015,31962,13643,9883,26287,20684,4677,5858,16853,36616,24,3927,1951,201,9292,3467,2949,6744,5068,3016,3242,5452,6066
"E14000761",109003,47269,49052,49199,87817,79690,79690,53824,85794,104178,7694,12269,33018,25455,14644,937,21727.851489,2076,33510,37252,11505,96221,3938,1683,223,1547,1792,2622,977,95342,1961,4047,2267,8387,4005,37,6608,16837,12435,13282,26183,10129,10404,4411,34968.07737804,10290,31125,10081,19111,5489,12099,5872,33663,12411,4411,16197,37627,203,4151,4289,839,9102,4008,3112,4406,3908,2764,2933,4272,7617
"E14000762",138265,61085,67506,67676,115589,99747,99747,59299,111118,134503,6412,14510,29866,39525,31141,1813,16067.2450973,4552,32673,55998,16309,134545,1709,435,80,131,868,303,194,131719,1520,1056,365,11564,5078,19,23164,19067,10573,14423,43179,6523,10639,3536,56245.20395446,16420,42059,14128,26163,5698,19010,3662,38077,13637,4386,20872,38427,735,5104,5335,578,9379,2380,5393,3658,1815,2266,4047,5831,9277
"E14000763",103469,46490,47519,48311,85712,81839,81839,54237,84458,99111,6817,9957,44224,19910,8540,353,59122.0979663,1261,50514,22534,9503,69382,7215,1569,405,2265,4038,15025,3570,70782,6115,3299,3707,7271,3180,474,590,1488,7585,38632,14629,18756,12552,13332,33373.10358305,8380,15230,8007,41794,8836,2340,33428,6541,11147,4626,11796,42441,26,2059,1046,226,5278,1598,3184,15606,4217,2475,2442,5883,5762
"E14000764",102656,47066,49353,49885,87588,83310,83310,52528,82869,99318,5472,8744,42953,18759,8808,335,64970.3431054,4730,53355,21862,8973,71133,6124,1965,546,2397,5849,11269,3373,67992,7472,2496,2921,7659,3121,816,503,1357,5817,42157,13142,20586,12665,13859,32342.76415376,7931,15008,8897,41482,12951,2224,27788,5215,16730,4334,10488,42040,19,1828,1129,239,4868,1565,2812,15657,7320,2269,2057,4473,4557
"E14000765",83260,36941,38051,38055,68415,61131,61131,37711,67923,80426,4720,9036,20738,23843,14339,506,14606.0526948,495,22543,31582,8415,81252,519,320,114,227,422,149,257,81367,397,186,157,6108,4643,19,4253,18559,9633,5608,22394,11338,2911,1850,36532.11084548,9588,25643,8456,13448,3990,8362,8360,24167,4291,3501,10494,27217,30,3548,4413,590,5613,1926,1735,2596,1702,1708,3574,3362,5291
"E14000766",97150,39785,41712,41798,77000,68622,68622,44175,75916,93272,6545,12357,24784,25513,15970,881,14123.6712073,1096,22125,39521,9446,81226,1221,506,10410,2025,827,485,450,88372,821,1171,2305,7476,3557,18,7559,12833,15744,5457,29092,3901,6236,2441,29946.95391565,9899,25163,8972,20566,4681,12598,6171,29786,5697,3028,13823,30352,220,3423,5184,405,7384,2066,2267,3693,2770,1787,2026,4735,6327
"E14000767",82175,34277,35369,35383,67984,60070,60070,40991,65533,79838,4074,9138,18092,24245,16499,772,5927.5205966,2501,17875,38251,6872,78610,921,1081,107,22,938,276,220,77121,1133,487,175,7121,3210,55,13969,11710,6022,3480,26581,3398,3824,962,23057.08955264,9338,19795,8703,25831,5292,17892,1853,31265,4090,1334,12106,28885,702,2678,4194,698,5888,1414,1959,5757,1949,1735,2184,5307,4352
"E14000768",117209,57163,60426,63026,98698,93268,93268,59482,96635,113006,6904,10726,46056,26633,12447,574,90263.273221,2074,48688,35282,11022,79643,7043,1956,730,633,9141,8840,9223,57919,16463,2737,2980,8881,3437,669,859,1979,7266,52878,19907,15203,20371,16381,33191.16107465,8234,14213,10027,51506,10594,5212,32921,9204,11146,4241,11960,47522,72,1974,1447,235,5780,1580,3206,14579,13960,2552,1401,3763,3902
"E14000769",93475,39701,41462,41486,74809,67920,67920,46918,73866,89712,6256,11249,25917,24573,14258,736,12504.2868605,954,22316,37613,9716,87740,1313,1818,149,102,954,991,408,86064,1204,2040,856,8133,3460,7,11992,14012,10198,5227,27904,5187,6048,1711,28256.32034856,9742,27529,8814,17406,3779,15467,2282,36060,6295,2728,12893,34025,228,3813,6412,553,9100,2573,1855,3732,1666,2161,2094,4351,6499
"E14000770",118002,47550,48583,48992,96634,89038,89038,61052,93829,113148,7823,12223,38357,26764,14375,912,27969.7438372,2826,39080,43257,9041,88423,4326,4475,2284,635,11932,3103,2824,87384,3985,3635,2819,8129,4441,922,5160,15774,8915,19080,30588,5913,10605,6363,27899.58465966,10010,24476,13299,37345,12104,13004,22432,26566,8651,2956,16398,44654,52,3997,2316,444,9321,2630,3021,10802,4477,3321,3519,6677,6517
"E14000771",91937,40028,41162,41168,74171,66982,66982,40157,72526,88250,6116,10484,24662,23908,13536,636,18300.3748658,1653,27951,30535,9762,89467,783,292,145,76,457,445,272,88539,563,1172,545,6651,4356,25,3275,13991,19625,4250,22353,11202,5853,2111,36571.19158051,8991,27510,8497,9152,4267,7427,5987,25736,7770,5313,12554,27603,113,3829,6184,652,7566,2449,2087,1849,785,2201,2545,2890,5328
"E14000772",94813,39439,41175,41243,76502,71438,71438,39912,75474,90768,6592,10565,26714,20626,10644,401,20465.7206304,1040,35831,27222,9252,87572,1459,401,442,396,2071,1554,918,84772,1157,3692,2077,6247,3625,1287,3455,10389,21476,5890,19149,10840,8937,3550,30805.68004022,8296,23859,12295,14488,11991,7123,6022,24843,8186,5316,13003,26909,142,3175,5697,540,6858,1844,2752,2202,782,2243,2276,4213,5401
"E14000773",84656,39435,40661,40743,69698,63136,63136,38568,68413,81223,5448,8546,24847,21183,12669,594,17766.5922868,1302,27607,26902,10080,78841,1335,515,323,283,1322,1017,1020,76106,788,3433,1876,6328,3473,54,2455,9304,18615,10347,19470,10194,9170,3566,34009.81763025,7901,23806,8165,11210,4283,6880,5130,24217,8359,5074,11660,26908,203,3272,5902,466,7172,1911,2503,2041,826,2244,2076,2939,5433
"E14000774",87190,36098,36885,36892,70268,63147,63147,45362,69584,83931,5522,10227,23520,22635,14309,620,13674.1668236,689,21417,36047,8088,83732,1213,415,164,97,663,681,225,83569,663,697,241,6802,3897,13,7988,13333,10998,4476,27131,4205,4374,1830,24464.55233705,9401,27857,9331,15584,3815,15488,3289,35643,4739,1911,13956,31406,71,4592,4153,640,7853,1983,1548,4140,3663,2050,3319,3673,5950
"E14000775",103910,43800,44886,44892,83417,75451,75451,42765,82795,99911,6617,12372,25925,28133,15907,489,19547.865531,624,34556,32314,9661,101572,1257,216,46,10,365,319,125,102188,338,293,129,5299,6384,0,5209,18040,17150,4485,26329,12455,4416,2760,50245.06596351,12843,28711,9592,11906,5925,8813,8781,28304,4842,5171,12973,29792,56,3997,4075,546,6994,2885,2020,2363,2279,2330,2921,3450,6759
"E14000776",86650,34277,36181,36307,73201,66158,66158,38229,65120,84055,4283,8183,19452,20593,14185,651,15057.4722977,8433,30970,29483,7724,81629,844,1163,383,285,1676,417,253,79929,1263,1176,449,6334,3054,805,6814,10318,13106,5797,22960,4104,6727,1984,30705.62216875,8900,20580,14532,19403,14341,9697,3529,23618,8942,2128,13254,24975,857,2787,2664,709,5702,1459,3024,2434,1065,1300,2697,5950,5822
"E14000777",132877,57208,60194,60574,109772,104034,104034,56451,99905,127027,9150,12649,42112,21952,11484,533,48112.9953879,9921,63269,29446,11817,99149,5114,3189,5306,1464,5629,9883,3143,105448,2395,4379,3743,7826,3696,1975,2443,11992,21126,24984,18413,19442,18307,12031,42608.60314782,9271,29152,21061,24078,25933,5939,14600,24851,15541,7020,17614,38837,69,3247,4697,880,9765,2828,5305,5627,3640,3851,1911,4651,7262
"E14000778",94469,39385,40790,40843,72701,66175,66175,39080,72416,89833,7541,12849,25897,21826,13110,531,19946.3073467,291,27016,31065,9395,73672,2950,1492,6201,1856,2370,5196,732,81631,879,1846,2732,5403,3827,72,4009,18802,11125,6897,20642,13004,5025,3495,33677.99094642,9471,25094,7508,11792,5419,7121,9176,23775,5033,4675,12431,26649,52,3461,3439,777,6489,2182,2482,2566,2241,2403,1782,3247,6266
"E14000779",91640,39182,40556,40664,74054,66608,66608,44939,73213,87987,5965,10460,28297,22113,13091,841,15119.801288,849,27671,33800,7511,64406,3952,5201,6025,805,2961,6541,1749,75959,1226,1634,2137,6457,3383,93,6169,18276,5585,10630,25243,7093,6271,2647,29049.90516281,9694,19163,7740,30131,5838,11961,7915,29948,4577,3066,12583,32356,41,2240,2342,553,5794,1429,2139,6057,3295,1997,2490,6237,8074
"E14000780",84571,33744,34757,34926,73209,66689,66689,39557,69131,82391,3629,7001,19125,18300,11940,689,17667.4062074,4100,36205,26673,5973,76539,1999,1598,1256,104,1184,844,1047,77761,1071,615,645,5927,2574,2307,5924,12786,8354,7786,20425,5110,7786,2693,23849.7824278,7787,17102,19083,24389,19099,11039,7023,23869,6641,2089,14201,25356,108,2265,2298,376,6022,1120,3526,4775,2602,1747,1909,5450,5172
"E14000781",92806,41147,42438,42524,75971,69904,69904,45164,73873,88881,6136,9550,29719,20326,11486,549,19429.1421626,2140,34804,26772,9557,82698,2477,1384,1953,101,1212,2216,765,84313,920,2132,1160,7078,3284,406,2796,14977,15145,9549,21410,11910,7223,3654,33732.62553286,8167,24640,10223,16676,7372,7868,10656,26857,6382,4175,12535,32629,40,3313,4237,616,7541,2518,2828,3979,3003,2667,2099,4395,5655
"E14000782",108520,38145,39223,39249,84570,77734,77734,45204,83830,103693,8005,14480,31144,25946,13396,616,26214.7396801,779,25687,45135,7543,34119,3368,52690,3217,764,6342,4949,3071,62088,1704,1764,11829,4519,5119,97,5471,15258,12908,5594,22433,8270,6836,5344,32942.58520079,11600,23860,7587,15464,8205,9476,7172,29502,7273,4871,15310,29894,48,2107,8917,837,9050,2322,2212,2477,1955,2311,1992,3613,5826
"E14000783",119287,43565,44887,45312,95923,89754,89754,46893,89752,114456,7987,14002,34257,22723,11726,650,39983.8261425,6193,45655,36774,8395,58718,4060,30017,4111,2720,7764,8333,3564,79640,2614,3007,8033,5417,3802,2128,3914,13327,13812,14239,20326,10492,12041,8106,31218.70476294,10413,23920,16346,23791,22282,8453,7244,25669,12388,5208,16817,30076,52,2086,5868,903,8442,2197,3123,3176,1841,2429,2321,6363,6126
"E14000784",102032,41415,42593,42822,80067,74744,74744,45397,78764,96862,8305,12460,32337,21081,10307,521,23948.8324222,1340,36778,28951,9745,73799,4152,10628,739,158,3320,7303,1933,79201,1591,5247,3661,5905,3731,689,4005,16295,13570,8924,19185,12508,9122,5306,31029.35204579,8952,24061,9955,15968,9584,7957,6866,27765,9619,4903,13419,31978,62,2990,5799,960,8550,2983,2923,2454,1573,2739,1976,3943,6536
"E14000785",102997,44748,46459,46485,83315,76775,76775,49442,82807,99044,6572,11800,28397,27624,15492,571,15997.0064392,509,27705,38992,10895,99664,1021,375,281,51,709,647,249,99424,462,865,447,8186,4962,5,8135,19554,14283,4487,30514,7780,5913,2105,39535.19176326,11638,31348,10466,16789,4644,14530,3995,38334,5395,3637,13345,36097,88,5178,5191,813,8877,2697,2271,3711,2135,2859,2972,3941,6558
"E14000786",88192,38639,40329,40377,73220,62272,62272,40528,71658,85610,4417,9540,18692,25325,20064,1318,10994.2055928,1649,20191,37506,9119,85574,1075,288,59,113,635,285,163,82471,1391,616,221,7216,3364,14,13527,11199,7899,7287,28493,4149,5457,2134,31055.57701213,10563,23380,8450,23006,3752,13407,6119,25064,5789,1993,13593,26935,459,3396,2455,514,5829,1809,2097,4309,2298,1758,2587,4901,5505
"E14000787",102206,42482,43019,43352,79933,74168,74168,48383,79351,97229,8300,12689,34006,22929,10947,548,29725.5918383,583,35702,29634,10144,56946,7165,1631,550,546,6211,26388,2769,72939,2985,3466,2499,5130,4155,113,1702,7649,15275,18700,21512,11625,8953,7530,28480.28035905,9106,21966,8251,27426,7447,6197,27169,14452,4831,4557,13091,35292,15,3200,1052,303,5882,2243,2910,6854,4446,2826,3303,5588,6561
"E14000788",105993,46798,47787,48101,83723,78598,78598,53022,83090,100507,8724,12376,38249,23970,10230,540,34032.295682,641,39099,29448,11004,65712,7734,1715,545,589,4094,23785,1819,78235,3292,3788,1951,6451,3955,58,1697,7289,11469,27623,22663,13729,9994,8437,30414.51473669,8728,22735,8823,31301,6815,6180,30237,15119,5130,4651,13486,39536,12,3364,1315,332,5981,2166,2728,8644,4588,3023,3657,6075,6887
"E14000789",112827,47496,48125,48597,91196,87544,87544,58114,89618,107297,8646,11788,45782,21091,7977,321,46705.0597498,1585,50547,26718,10781,56299,8500,2018,736,614,8864,32578,3218,70479,5251,4795,3905,6308,3515,564,1140,4110,11614,31724,17226,15883,13869,13078,27120.78348106,8321,20197,10552,37965,12658,3828,37742,10406,7459,5520,15488,42626,23,2650,1168,279,6285,2125,5215,10226,4348,3774,3251,6644,6818
